Name,URL,Description,Language,Stars,Archived
mendableai/firecrawl,https://github.com/mendableai/firecrawl,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API.",TypeScript,48840,False
obsproject/obs-studio,https://github.com/obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,C,66254,False
donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashcards.,Python,316380,False
windingwind/zotero-pdf-translate,https://github.com/windingwind/zotero-pdf-translate,"Translate PDF, EPub, webpage, metadata, annotations, notes to the target language. Support 20+ translate services.",TypeScript,9230,False
hluk/CopyQ,https://github.com/hluk/CopyQ,Clipboard manager with advanced features,C++,10199,False
wojciech-bilicki/ZeldaCourse,https://github.com/wojciech-bilicki/ZeldaCourse,,GDScript,25,False
wechaty/wechaty-puppet-padplus,https://github.com/wechaty/wechaty-puppet-padplus,DEPRECATED: One puppet based on iPad protocal for Wechaty,TypeScript,329,False
Bukkit/Bukkit,https://github.com/Bukkit/Bukkit,The Minecraft Mod API,Java,2439,False
eatmoreapple/openwechat,https://github.com/eatmoreapple/openwechat,golang微信SDK,Go,5408,False
littlecodersh/itchatmp,https://github.com/littlecodersh/itchatmp,A complete and graceful API for wechat mp. 完备优雅的微信公众号接口，原生支持同步、协程使用。 ,Python,1594,False
littlecodersh/ItChat,https://github.com/littlecodersh/ItChat,A complete and graceful API for Wechat. 微信个人号接口、微信机器人及命令行微信，三十行即可自定义个人号机器人。,Python,26336,False
unixorn/awesome-zsh-plugins,https://github.com/unixorn/awesome-zsh-plugins,"A collection of ZSH frameworks, plugins, themes and tutorials.",Shell,16682,False
fosslife/awesome-ricing,https://github.com/fosslife/awesome-ricing,A curated list of awesome tools and technology to help you out with ricing on linux,N/A,3650,False
mediar-ai/screenpipe,https://github.com/mediar-ai/screenpipe,"AI app store powered by 24/7 desktop history.  open source | 100% local | dev friendly | 24/7 screen, mic recording",TypeScript,15441,False
mlc-ai/web-llm,https://github.com/mlc-ai/web-llm,High-performance In-browser LLM Inference Engine ,TypeScript,16236,False
All-Hands-AI/OpenHands,https://github.com/All-Hands-AI/OpenHands,"🙌 OpenHands: Code Less, Make More",Python,62248,False
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Financial data aggregator for humans and AI agents.,Python,50068,False
freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",TypeScript,425958,False
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀",JavaScript,36335,False
continuedev/continue,https://github.com/continuedev/continue,"⏩ Ship faster with Continuous AI. Build and run custom agents across your IDE, terminal, and CI",TypeScript,28392,False
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,qBittorrent BitTorrent client,C++,32567,False
Anuken/Mindustry,https://github.com/Anuken/Mindustry,The automation tower defense RTS,Java,24576,False
Cinnamon/kotaemon,https://github.com/Cinnamon/kotaemon,An open-source RAG-based tool for chatting with your documents.,Python,22946,False
godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,100335,False
mainmatter/100-exercises-to-learn-rust,https://github.com/mainmatter/100-exercises-to-learn-rust,"A self-paced course to learn Rust, one exercise at a time.",Rust,8166,False
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,,N/A,39891,False
iDvel/rime-ice,https://github.com/iDvel/rime-ice,Rime 配置：雾凇拼音 | 长期维护的简体词库,Lua,12569,False
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN",Python,51103,False
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,Bitcoin Core integration/staging tree,C++,85073,False
netdata/netdata,https://github.com/netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",C,75576,False
nodejs/node,https://github.com/nodejs/node,Node.js JavaScript runtime ✨🐢🚀✨,JavaScript,112789,False
DiceDB/dice,https://github.com/DiceDB/dice,"DiceDB is an open-source, fast, reactive, in-memory database optimized for modern hardware.",Go,10601,True
apache/nuttx,https://github.com/apache/nuttx,"Apache NuttX is a mature, real-time embedded operating system (RTOS)",C,3435,False
coqui-ai/TTS,https://github.com/coqui-ai/TTS,"🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production",Python,42102,False
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Easily train a good VC model with voice data <= 10 mins!,Python,31517,False
ml-explore/mlx-swift-examples,https://github.com/ml-explore/mlx-swift-examples,Examples using MLX Swift,Swift,2001,False
systeminit/si,https://github.com/systeminit/si,The System Initiative software,Rust,1721,False
maybe-finance/maybe,https://github.com/maybe-finance/maybe,The personal finance app for everyone,Ruby,53080,True
exo-explore/exo,https://github.com/exo-explore/exo,Run your own AI cluster at home with everyday devices 📱💻 🖥️⌚,Python,30080,False
KRTirtho/spotube,https://github.com/KRTirtho/spotube,🎧 Open source music client! Available for both desktop & mobile!,Dart,41005,False
Karmenzind/kd,https://github.com/Karmenzind/kd,跨平台命令行词典 a command-line dictionary supported Linux/Win/Mac,Go,194,False
konradhalas/dacite,https://github.com/konradhalas/dacite,Simple creation of data classes from dictionaries.,Python,1931,False
apachecn/awesome-cs-courses-zh,https://github.com/apachecn/awesome-cs-courses-zh,计算机公开课推荐,Shell,856,False
mathjax/MathJax-src,https://github.com/mathjax/MathJax-src,MathJax source code for version 3 and beyond,TypeScript,2257,False
deeplearning-ai/machine-learning-yearning-cn,https://github.com/deeplearning-ai/machine-learning-yearning-cn,Machine Learning Yearning 中文版 - 《机器学习训练秘籍》 - Andrew Ng 著,CSS,7810,False
Unlucky-Life/ankimon,https://github.com/Unlucky-Life/ankimon,Ankimon is a Anki Addon to Gamify your learning experience,Python,190,False
FooSoft/anki-connect,https://github.com/FooSoft/anki-connect,Anki plugin to expose a remote API for creating flash cards.,Python,2004,True
statamic/cms,https://github.com/statamic/cms,The core Laravel CMS Composer package,PHP,4493,False
meta-llama/llama-models,https://github.com/meta-llama/llama-models,Utilities intended for use with Llama models.,Python,7206,False
src-d/hercules,https://github.com/src-d/hercules,Gaining advanced insights from Git repository history.,Go,2725,False
anthropics/anthropic-cookbook,https://github.com/anthropics/anthropic-cookbook,A collection of notebooks/recipes showcasing some fun and effective ways of using Claude.,Jupyter Notebook,19174,False
immich-app/immich,https://github.com/immich-app/immich,High performance self-hosted photo and video management solution.,TypeScript,73111,False
mo-jinran/More-Materials,https://github.com/mo-jinran/More-Materials,LiteLoaderQQNT 插件，添加更多的背景材质，替换原本的透明效果（Windows 11 22H2 及以上，Linux + KDE + X11）,JavaScript,44,False
zed-industries/zed,https://github.com/zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",Rust,63938,False
ChrisTitusTech/linutil,https://github.com/ChrisTitusTech/linutil,Chris Titus Tech's Linux Toolbox - Linutil is a distro-agnostic toolbox designed to simplify everyday Linux tasks.,Shell,4130,False
Umio-Yasuno/amdgpu_top,https://github.com/Umio-Yasuno/amdgpu_top,Tool to display AMDGPU usage,Rust,1151,False
ollama/ollama,https://github.com/ollama/ollama,"Get up and running with OpenAI gpt-oss, DeepSeek-R1, Gemma 3 and other models.",Go,150412,False
nvim-treesitter/nvim-treesitter,https://github.com/nvim-treesitter/nvim-treesitter,Nvim Treesitter configurations and abstraction layer,Tree-sitter Query,12425,False
tldr-pages/tldr,https://github.com/tldr-pages/tldr,📚 Collaborative cheatsheets for console commands,Markdown,58864,False
yetone/avante.nvim,https://github.com/yetone/avante.nvim,Use your Neovim like using Cursor AI IDE!,Lua,15629,False
3b1b/manim,https://github.com/3b1b/manim,Animation engine for explanatory math videos,Python,79598,False
RustPython/RustPython,https://github.com/RustPython/RustPython,A Python Interpreter written in Rust,Rust,20416,False
juspay/hyperswitch,https://github.com/juspay/hyperswitch,"An open source payments switch written in Rust to make payments fast, reliable and affordable",Rust,24452,False
backstage/backstage,https://github.com/backstage/backstage,Backstage is an open framework for building developer portals,TypeScript,31145,False
jorgebucaran/nvm.fish,https://github.com/jorgebucaran/nvm.fish,"The Node.js version manager you'll adore, crafted just for Fish",Shell,2430,False
tw93/Pake,https://github.com/tw93/Pake,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用,Rust,41079,False
Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",Python,177865,False
letta-ai/letta,https://github.com/letta-ai/letta,"Letta (formerly MemGPT) is the stateful agents framework with memory, reasoning, and context management.",Python,17904,False
srush/GPU-Puzzles,https://github.com/srush/GPU-Puzzles,Solve puzzles. Learn CUDA.,Jupyter Notebook,11373,False
Kanaries/pygwalker,https://github.com/Kanaries/pygwalker,PyGWalker: Turn your dataframe into an interactive UI for visual analysis,Python,15094,False
leoafarias/fvm,https://github.com/leoafarias/fvm,Flutter Version Management: A simple CLI to manage Flutter SDK versions.,Dart,5121,False
localsend/localsend,https://github.com/localsend/localsend,An open-source cross-platform alternative to AirDrop,Dart,66111,False
ros-planning/navigation,https://github.com/ros-planning/navigation,ROS Navigation stack.  Code for finding where the robot is and how it can get somewhere else.,C++,2530,True
Vencord/Vesktop,https://github.com/Vencord/Vesktop,Vesktop is a custom Discord App aiming to give you better performance and improve linux support,TypeScript,6313,False
aarnt/alpm_octopi_utils,https://github.com/aarnt/alpm_octopi_utils,Alpm utils for Octopi,Vala,12,False
IoT-Technology/IoT-Technical-Guide,https://github.com/IoT-Technology/IoT-Technical-Guide,":honeybee: IoT Technical Guide --- 从零搭建高性能物联网平台及物联网解决方案和Thingsboard源码分析 :sparkles: :sparkles: :sparkles: (IoT Platform, SaaS, MQTT, CoAP, HTTP, Modbus, OPC, WebSocket, 物模型，Protobuf, PostgreSQL, MongoDB, Spring Security, OAuth2, RuleEngine, Kafka, Docker)",Java,4391,False
itwanger/toBeBetterJavaer,https://github.com/itwanger/toBeBetterJavaer,一份通俗易懂、风趣幽默的Java学习指南，内容涵盖Java基础、Java并发编程、Java虚拟机、Java企业级开发、Java面试等核心知识点。学Java，就认准二哥的Java进阶之路😄,N/A,15358,False
ruanyf/weekly,https://github.com/ruanyf/weekly,科技爱好者周刊，每周五发布,N/A,73923,False
stanford-oval/storm,https://github.com/stanford-oval/storm,An LLM-powered knowledge curation system that researches a topic and generates a full-length report with citations.,Python,27158,False
sz3/libcimbar,https://github.com/sz3/libcimbar,Optimized implementation for color-icon-matrix barcodes,C++,5421,False
hzeller/timg,https://github.com/hzeller/timg,A terminal image and video viewer.,C++,2279,False
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,real time face swap and one-click video deepfake with only a single image,Python,72542,False
roboflow/supervision,https://github.com/roboflow/supervision,We write your reusable computer vision tools. 💜,Python,33978,False
aristocratos/btop,https://github.com/aristocratos/btop,A monitor of resources,C++,26387,False
SharifiZarchi/Introduction_to_Machine_Learning,https://github.com/SharifiZarchi/Introduction_to_Machine_Learning,"Machine Learning Course, Sharif University of Technology",Jupyter Notebook,1798,False
robertpsoane/ducker,https://github.com/robertpsoane/ducker,A slightly quackers Docker TUI based on k9s 🦆,Rust,573,False
typecho/typecho,https://github.com/typecho/typecho,A PHP Blogging Platform. Simple and Powerful.,PHP,11952,False
mo-jinran/chii-devtools,https://github.com/mo-jinran/chii-devtools,LiteLoaderQQNT 插件，使用 Chii 进行远程调试,JavaScript,62,False
scanmem/scanmem,https://github.com/scanmem/scanmem,memory scanner for Linux,C,1705,False
cheat-engine/cheat-engine,https://github.com/cheat-engine/cheat-engine,Cheat Engine. A development environment focused on modding,Pascal,16749,False
huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,:trollface: A hex editor for WeChat/QQ/TIM - PC版微信/QQ/TIM防撤回补丁（我已经看到了，撤回也没用了）,C#,34164,False
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",HTML,76656,False
yudataguy/Awesome-Japanese,https://github.com/yudataguy/Awesome-Japanese,Awesome Japanese Learning Resources,N/A,1910,False
taishi-i/awesome-japanese-nlp-resources,https://github.com/taishi-i/awesome-japanese-nlp-resources,"A curated list of resources dedicated to Python libraries, LLMs, dictionaries, and corpora of NLP for Japanese",N/A,840,False
helix-editor/helix,https://github.com/helix-editor/helix,A post-modern modal text editor.,Rust,39446,False
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,The user-friendly command line shell.,Rust,30670,False
km1chno/overleaf-sync-rs,https://github.com/km1chno/overleaf-sync-rs,CLI for synchronizing LaTeX projects between Overleaf and your local machine,Rust,9,False
overleaf/overleaf,https://github.com/overleaf/overleaf,A web-based collaborative LaTeX editor,JavaScript,16400,False
trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,📝 Algorithms and data structures implemented in JavaScript with explanations and links to further readings,JavaScript,193027,False
tayllan/awesome-algorithms,https://github.com/tayllan/awesome-algorithms,A curated list of awesome places to learn and/or practice algorithms.,N/A,23401,False
me115/design_patterns,https://github.com/me115/design_patterns,图说设计模式,C++,7077,False
nakanomikuorg/arch-guide,https://github.com/nakanomikuorg/arch-guide,✨ archlinux 简明指南 | 本指南包含从 archlinux 安装、显卡驱动、日常软件配置、多媒体制作、编程等你可能需要的全部内容 | 提供在线文档 ✨,Dockerfile,1795,False
p7zip-project/p7zip,https://github.com/p7zip-project/p7zip,A new p7zip fork with additional codecs and improvements (forked from https://sourceforge.net/projects/sevenzip/ AND https://sourceforge.net/projects/p7zip/).,C,874,False
randy3k/radian,https://github.com/randy3k/radian,A 21 century R console,Python,2178,False
FreeRDP/Remmina,https://github.com/FreeRDP/Remmina,Mirror of https://gitlab.com/Remmina/Remmina The GTK+ Remmina Remote Desktop Client,C,2353,False
hellzerg/optimizer,https://github.com/hellzerg/optimizer,The finest Windows Optimizer,C#,16565,False
hakimel/reveal.js,https://github.com/hakimel/reveal.js,The HTML Presentation Framework,JavaScript,69421,False
webpro/reveal-md,https://github.com/webpro/reveal-md,reveal.js on steroids! Get beautiful reveal.js presentations from any Markdown file,JavaScript,3858,False
zweix123/jyyslide-md,https://github.com/zweix123/jyyslide-md,使用Markdown制作和蒋炎岩老师幻灯片同一主题的Web幻灯片框架(Base on Reveal.js),Python,284,False
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model.",Jupyter Notebook,51563,False
AlexiaChen/YinWangBak,https://github.com/AlexiaChen/YinWangBak,A collection of articles written by YinWang,N/A,154,False
zoidyzoidzoid/awesome-ebpf,https://github.com/zoidyzoidzoid/awesome-ebpf,A curated list of awesome projects related to eBPF.,N/A,4708,False
sindresorhus/awesome,https://github.com/sindresorhus/awesome,😎 Awesome lists about all kinds of interesting topics,N/A,392764,False
awesome-selfhosted/awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,A list of Free Software network services and web applications which can be hosted on your own servers,N/A,242413,False
tobert/pcstat,https://github.com/tobert/pcstat,Page Cache stat: get page cache stats for files on Linux,Go,1281,False
torvalds/linux,https://github.com/torvalds/linux,Linux kernel source tree,C,199965,False
ocsjs/ocsjs,https://github.com/ocsjs/ocsjs,OCS 网课助手，刷课脚本，网课脚本，帮助大学生解决网课难题，支持【超星学习通】【知道智慧树】【职教云】【智慧职教】【中国大学MOOC】等网课  ， 可以在 脚本猫 以及 油猴 等开源脚本管理器下运行。,TypeScript,2142,False
dexpota/kitty-themes,https://github.com/dexpota/kitty-themes,A collection of themes for kitty terminal 😻,Python,2834,False
ChrisTitusTech/nixos-titus,https://github.com/ChrisTitusTech/nixos-titus,Titus's personal NIX OS Configuration,Nix,263,False
openwrt/openwrt,https://github.com/openwrt/openwrt,This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins.  We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git.,C,23368,False
archlinux/arch-install-scripts,https://github.com/archlinux/arch-install-scripts,Useful scripts for installing Arch Linux (read-only mirror),Shell,352,False
atom/node-keytar,https://github.com/atom/node-keytar,Native Password Node Module,C++,1395,True
alerque/aur,https://github.com/alerque/aur,"Package sources for all the AUR packages I either maintain, co-maintain, or fork.",Shell,50,False
rothgar/awesome-tuis,https://github.com/rothgar/awesome-tuis,List of projects that provide terminal user interfaces,N/A,10528,False
nhn/tui.editor,https://github.com/nhn/tui.editor,🍞📝 Markdown WYSIWYG Editor. GFM Standard + Chart & UML Extensible.,TypeScript,17649,False
tuupola/lazyload,https://github.com/tuupola/lazyload,Vanilla JavaScript plugin for lazyloading images ,JavaScript,8751,False
jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker,Go,45658,False
aFarkas/lazysizes,https://github.com/aFarkas/lazysizes,"High performance and SEO friendly lazy loader for images (responsive and normal), iframes and more, that detects any visibility changes triggered through user interaction, CSS or JavaScript without configuration.",JavaScript,17702,False
jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,simple terminal UI for git commands,Go,63721,False
LazyVim/LazyVim,https://github.com/LazyVim/LazyVim,Neovim config for the lazy,Lua,22123,False
SuperManito/LinuxMirrors,https://github.com/SuperManito/LinuxMirrors,GNU/Linux 更换系统软件源脚本及 Docker 安装与换源脚本,Shell,5326,False
eza-community/eza,https://github.com/eza-community/eza,A modern alternative to ls,Rust,16882,False
mkubecek/vmware-host-modules,https://github.com/mkubecek/vmware-host-modules,Patches needed to build VMware (Player and Workstation) host modules against recent kernels,Makefile,2415,False
termux/termux-app,https://github.com/termux/termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,Java,44229,False
hideuvpn/android-google-play-store,https://github.com/hideuvpn/android-google-play-store,安装谷歌三件套：google服务框架 ; google play service ;google play store  ,N/A,2979,False
etcd-io/etcd,https://github.com/etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system,Go,50067,False
nvim-telescope/telescope.nvim,https://github.com/nvim-telescope/telescope.nvim,"Find, Filter, Preview, Pick. All lua, all the time.",Lua,18112,False
LunarVim/Neovim-from-scratch,https://github.com/LunarVim/Neovim-from-scratch,📚 A Neovim config designed from scratch to be understandable,Lua,5535,False
f/awesome-chatgpt-prompts,https://github.com/f/awesome-chatgpt-prompts,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.,JavaScript,132772,False
BlackArch/blackarch,https://github.com/BlackArch/blackarch,An ArchLinux based distribution for penetration testers and security researchers.,Shell,3037,False
threat9/routersploit,https://github.com/threat9/routersploit,Exploitation Framework for Embedded Devices,Python,12708,False
EvoSuite/evosuite,https://github.com/EvoSuite/evosuite,EvoSuite - automated generation of JUnit test suites for Java classes,Java,881,False
abecodes/tabout.nvim,https://github.com/abecodes/tabout.nvim,tabout plugin for neovim,Lua,811,False
LuaLS/lua-language-server,https://github.com/LuaLS/lua-language-server,A language server that offers Lua language support - programmed in Lua,Lua,3856,False
neovim/nvim-lspconfig,https://github.com/neovim/nvim-lspconfig,Quickstart configs for Nvim LSP,Lua,12500,False
v2fly/domain-list-community,https://github.com/v2fly/domain-list-community,Community managed domain list. Generate geosite.dat for V2Ray.,Go,6299,False
vim/vim,https://github.com/vim/vim,The official Vim repository,Vim Script,38789,False
LunarVim/LunarVim,https://github.com/LunarVim/LunarVim,🌙 LunarVim is an IDE layer for Neovim. Completely free and community driven.,Lua,19031,False
catppuccin/nvim,https://github.com/catppuccin/nvim,🍨 Soothing pastel theme for (Neo)vim,Lua,6679,False
folke/which-key.nvim,https://github.com/folke/which-key.nvim,"💥   Create key bindings that stick. WhichKey helps you remember your Neovim keymaps, by showing available keybindings in a popup as you type.",Lua,6438,False
MeanderingProgrammer/render-markdown.nvim,https://github.com/MeanderingProgrammer/render-markdown.nvim,Plugin to improve viewing Markdown files in Neovim,Lua,3314,False
ellisonleao/glow.nvim,https://github.com/ellisonleao/glow.nvim,A markdown preview directly in your neovim.,Lua,1342,True
iamcco/markdown-preview.nvim,https://github.com/iamcco/markdown-preview.nvim,markdown preview plugin for (neo)vim,JavaScript,7427,False
electron/electron,https://github.com/electron/electron,":electron: Build cross-platform desktop apps with JavaScript, HTML, and CSS",C++,117919,False
agalwood/Motrix,https://github.com/agalwood/Motrix,A full-featured download manager.,JavaScript,48881,False
jstkdng/ueberzugpp,https://github.com/jstkdng/ueberzugpp,Drop in replacement for ueberzug written in C++,C++,1046,False
sxyazi/yazi,https://github.com/sxyazi/yazi,"💥 Blazing fast terminal file manager written in Rust, based on async I/O.",Rust,27583,False
kamiyaa/joshuto,https://github.com/kamiyaa/joshuto,ranger-like terminal file manager written in Rust,Rust,3592,False
silascript/ITNotes,https://github.com/silascript/ITNotes,,N/A,7,False
antlr/grammars-v4,https://github.com/antlr/grammars-v4,Grammars written for ANTLR v4; expectation that the grammars are free of actions.,ANTLR,10727,False
antlr/antlr4,https://github.com/antlr/antlr4,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files.",Java,18226,False
EliverLara/Nordic,https://github.com/EliverLara/Nordic,:snowflake: Dark Gtk3.20+ theme created using the awesome Nord color pallete.,CSS,2521,False
EliverLara/Sweet-kde,https://github.com/EliverLara/Sweet-kde,Plasma desktop theme port of my Gtk theme,N/A,226,False
dunst-project/dunst,https://github.com/dunst-project/dunst,Lightweight and customizable notification daemon,C,5119,False
l0o0/translators_CN,https://github.com/l0o0/translators_CN,"Zotero translator中文网页抓取翻译器🎉This is Zotero translators for Chinese Sites(beta), not the official Zotero repo",JavaScript,4369,False
l0o0/jasminum,https://github.com/l0o0/jasminum,A Zotero add-on to retrive CNKI meta data. 一个简单的Zotero 插件，用于识别中文元数据,TypeScript,6296,False
glreno/oneko,https://github.com/glreno/oneko,The ever popular kitty-that-follows-your-mouse-pointer,Java,175,False
polybar/polybar-scripts,https://github.com/polybar/polybar-scripts,This is a community project. We write and collect scripts for polybar!,Shell,2585,False
adi1090x/polybar-themes,https://github.com/adi1090x/polybar-themes,"A huge collection of polybar themes with different styles, colors and variants.",Shell,6021,False
polybar/polybar,https://github.com/polybar/polybar,A fast and easy-to-use status bar,C++,14836,False
messense/aliyundrive-webdav,https://github.com/messense/aliyundrive-webdav,阿里云盘 WebDAV 服务,Rust,9790,False
bootandy/dust,https://github.com/bootandy/dust,A more intuitive version of du in rust,Rust,10271,False
ClementTsang/bottom,https://github.com/ClementTsang/bottom,Yet another cross-platform graphical process/system monitor.,Rust,11787,False
folke/neodev.nvim,https://github.com/folke/neodev.nvim,"💻  Neovim setup for init.lua and plugin development with full signature help, docs and completion for the nvim lua API.",Lua,2002,True
langren1353/GM_script,https://github.com/langren1353/GM_script,我就是来分享脚本玩玩的,JavaScript,6012,False
Morganamilo/paru,https://github.com/Morganamilo/paru,Feature packed AUR helper,Rust,7181,False
sigoden/aichat,https://github.com/sigoden/aichat,"All-in-one LLM CLI tool featuring Shell Assistant, Chat-REPL, RAG, AI Tools & Agents, with access to OpenAI, Claude, Gemini, Ollama, Groq, and more.",Rust,7820,False
firecat53/networkmanager-dmenu,https://github.com/firecat53/networkmanager-dmenu,Control NetworkManager via dmenu,Python,884,False
linrunner/TLP,https://github.com/linrunner/TLP,TLP - Optimize Linux Laptop Battery Life,Shell,2996,False
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,高颜值的第三方网易云播放器，支持 Windows / macOS / Linux :electron: ,Vue,31508,False
Chick2D/neofetch-themes,https://github.com/Chick2D/neofetch-themes,Neofetch configs put into a convinient repository,Shell,1616,False
astral-sh/ruff-lsp,https://github.com/astral-sh/ruff-lsp,A Language Server Protocol implementation for Ruff.,Python,1490,False
microsoft/pyright,https://github.com/microsoft/pyright,Static Type Checker for Python,Python,14662,False
unoconv/unoconv,https://github.com/unoconv/unoconv,Universal Office Converter - Convert between any document format supported by LibreOffice/OpenOffice.,Python,2721,True
yshui/picom,https://github.com/yshui/picom,A lightweight compositor for X11 with animation support,C,4512,False
daeuniverse/dae,https://github.com/daeuniverse/dae,eBPF-based Linux high-performance transparent proxy solution.,Go,4485,False
Jguer/yay,https://github.com/Jguer/yay,Yet another Yogurt - An AUR Helper written in Go,Go,12300,False
jax-ml/jax,https://github.com/jax-ml/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",Python,33181,False
marktext/marktext,https://github.com/marktext/marktext,"📝A simple and elegant markdown editor, available for Linux, macOS and Windows.",JavaScript,50933,False
element-hq/element-web,https://github.com/element-hq/element-web,A glossy Matrix collaboration client for the web.,TypeScript,12012,False
ScoopInstaller/Scoop,https://github.com/ScoopInstaller/Scoop,A command-line installer for Windows.,PowerShell,22748,False
Kong/insomnia,https://github.com/Kong/insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",TypeScript,36936,False
hashicorp/packer,https://github.com/hashicorp/packer,Packer is a tool for creating identical machine images for multiple platforms from a single source configuration.,Go,15435,False
pop-os/shell,https://github.com/pop-os/shell,Pop!_OS Shell,TypeScript,5114,False
Bismuth-Forge/bismuth,https://github.com/Bismuth-Forge/bismuth,"KDE Plasma add-on, that tiles your windows automatically and lets you manage them via keyboard, similarly to i3, Sway or dwm.",TypeScript,2435,True
KDE/okular,https://github.com/KDE/okular,KDE document viewer,C++,1092,False
koekeishiya/yabai,https://github.com/koekeishiya/yabai,A tiling window manager for macOS based on binary space partitioning,C,26735,False
zdharma-continuum/fast-syntax-highlighting,https://github.com/zdharma-continuum/fast-syntax-highlighting,Feature-rich syntax highlighting for ZSH,Shell,1428,False
Aloxaf/fzf-tab,https://github.com/Aloxaf/fzf-tab,Replace zsh's default completion selection menu with fzf!,Shell,4048,False
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,Fish-like autosuggestions for zsh,Shell,33625,False
yarnpkg/berry,https://github.com/yarnpkg/berry,📦🐈 Active development trunk for Yarn ⚒,TypeScript,7822,False
gelguy/wilder.nvim,https://github.com/gelguy/wilder.nvim,A more adventurous wildmenu,Vim script,1450,False
neoclide/coc.nvim,https://github.com/neoclide/coc.nvim,"Nodejs extension host for vim & neovim, load extensions like VSCode and host language servers.",TypeScript,24954,False
kevinhwang91/nvim-ufo,https://github.com/kevinhwang91/nvim-ufo,"Not UFO in the sky, but an ultra fold in Neovim.",Lua,2732,False
kevinhwang91/nvim-hlslens,https://github.com/kevinhwang91/nvim-hlslens,Hlsearch Lens for Neovim,Lua,845,False
zellij-org/zellij,https://github.com/zellij-org/zellij,A terminal workspace with batteries included,Rust,25790,False
junegunn/vim-plug,https://github.com/junegunn/vim-plug,:hibiscus: Minimalist Vim Plugin Manager,Vim Script,35145,False
iggredible/Learn-Vim,https://github.com/iggredible/Learn-Vim,Learning Vim and Vimscript doesn't have to be hard. This is the guide that you're looking for 📖,N/A,14602,False
mason-org/mason.nvim,https://github.com/mason-org/mason.nvim,"Portable package manager for Neovim that runs everywhere Neovim runs. Easily install and manage LSP servers, DAP servers, linters, and formatters.",Lua,9383,False
